EndDate,DemGen,quota_age,Residency,GenSocTrust,Trustingroups_1,Trustingroups_2,Trustingroups_3,Trustingroups_4,Trustingroups_5,Trustingroups_6,Trustingroups_7,Trustingroups_8,Trustingroups_9,Trustingroups_10,Trustingroups_11,Trustingroups_12,Trustingroups_13,COVIDexp,COVIDeffect_1,COVIDeffect_2,COVIDeffect_3,COVIDeffect_4,SARS,CultCog_1,CultCog_2,CultCog_3,CultCog_4,CultCog_5,CultCog_6,prosocial,CanadaQ_1,CanadaQ_2,CanadaQ_3,FinitePool_1,FinitePool_2,FinitePool_3,FinitePool_4,FinitePool_5,FinitePool_6,FinitePool_7,FinitePool_8,Longitude_1,Longitude_2,Longitude_3,Personal_1,Personal_2,Personal_3,Personal_4,Personal_5,Personal_6,Personal_7,Personal_8,Friends_1,Friends_2,Friends_3,Friends_4,Friends_5,Friends_6,Friends_7,Friends_8,MediaExp_1,MediaExp_2,MediaExp_3,MediaExp_4,MediaExp_5,MediaExp_6,MediaExp_7,PosterstrustQ1,SocialmediatrustQ1,journalisttrustQ1,govtrustQ1,workplacetrustQ1,FriendstrustQ1,WHOtrustQ1,Soughtinfo,prep,Govresponse_1,Govresponse_2,Govresponse_3,Govresponse_4,Govresponse_5,Govresponse_6,Govresponse_7,Govresponse_8,Govresponse_9,Govrestrict_1,Govrestrict_2,Govrestrict_3,Sciunderstand,KnowledgeCert_1,KnowledgeCert_2,Vaccine_1,Vaccine_2,Num1,Num2a,Num2b,Num3,NumeracyQ1,DemAge,DemEdu,DemHealthcare,Ethnic min,Politics
2020-03-28T19:46:48Z,1,4,SE,1,5,1,4,2,1,2,3,4,1,1,2,4,2,8,7,7,6,1,2,4,5,4,1,4,3,6,5,5,1,4,7,3,7,5,3,2,7,4,2,1,3,7,3,7,3,1,3,7,3,7,1,7,3,3,3,7,2,1,1,1,1,1,2,,3,5,7,6,4,,1,"1,4,5,6,7,8,9,10,11",6,6,6,7,7,4,7,7,6,1,1,1,7,4,7,1,1,40,30,,,1,54,3,2,2,7
2020-03-28T19:47:01Z,1,2,SE,4,3,3,3,3,3,3,3,3,3,3,3,3,3,8,7,7,1,4,2,4,4,4,4,3,3,7,4,3,3,4,5,4,5,5,4,5,5,4,4,4,3,5,2,7,2,2,2,3,4,4,3,4,3,3,4,4,1,1,1,1,1,1,1,4,4,5,4,5,4,5,1,"1,7",5,1,1,1,5,1,4,4,3,1,1,1,3,6,6,1,1,99,50,,,2,26,3,2,2,4
2020-03-28T19:47:18Z,1,2,SE,2,3,4,4,3,2,3,3,4,3,2,3,4,2,8,5,6,6,1,2,4,4,4,4,3,4,6,4,3,1,6,7,4,2,6,4,4,5,7,3,1,4,6,2,5,7,4,2,5,4,7,2,3,5,4,2,6,1,1,1,1,1,1,2,6,6,6,6,7,6,,1,"1,7,11",6,5,4,5,4,4,4,5,6,4,4,8,2,4,4,1,1,10,30,,,1,32,4,2,2,2
2020-03-28T19:47:27Z,1,1,SE,2,5,3,3,3,2,3,5,4,2,2,3,4,2,3,5,7,6,1,1,4,4,3,4,4,3,4,5,4,1,7,7,4,4,5,7,7,4,7,6,4,3,4,4,3,3,5,4,4,4,4,3,4,5,4,4,5,2,1,2,1,2,1,2,,3,,4,,3,,1,"1,3,4,5,7,8,9,10,11",4,3,4,4,5,5,3,4,4,4,5,5,3,4,4,1,1,40,5,,,1,21,3,2,2,2
2020-03-28T19:47:40Z,2,3,SE,3,3,3,3,3,3,3,3,3,3,3,3,3,3,8,5,4,5,5,2,5,4,3,3,4,3,3,3,3,3,5,5,4,4,4,3,4,4,4,4,4,4,4,5,5,6,5,4,5,5,3,5,4,4,5,5,5,1,1,1,1,1,1,1,3,2,4,3,3,4,4,2,1,4,4,4,1,4,4,5,5,4,5,4,5,4,4,4,1,1,5,25,,,1,41,3,2,2,7
2020-03-28T19:48:10Z,1,3,SE,6,5,4,4,4,4,4,4,4,3,4,3,4,3,8,7,4,3,1,2,1,6,1,1,5,4,7,4,3,2,6,4,4,2,7,4,4,5,2,2,2,1,7,2,2,4,1,1,1,2,7,2,3,2,2,1,5,1,1,1,1,1,1,1,6,5,4,5,5,5,6,1,"1,4",6,6,7,6,7,4,6,6,6,2,3,2,6,2,2,2,1,10,25,,,1,39,4,1,2,1
2020-03-28T19:48:15Z,1,4,SE,2,1,3,3,3,5,4,1,1,3,3,3,2,3,8,1,6,1,1,2,3,5,3,1,6,5,6,5,3,1,2,7,1,3,3,2,2,5,4,1,1,1,3,1,4,1,1,1,3,1,4,2,1,2,1,1,3,2,1,1,1,1,1,1,,2,3,6,5,4,4,1,"1,4,5,6,8,9",4,4,6,7,2,3,1,3,4,1,2,2,6,3,6,1,1,1,25,,,1,47,2,2,2,4
2020-03-28T19:48:57Z,2,2,SE,4,1,3,3,3,3,3,3,3,1,3,3,3,3,3,4,3,5,3,2,2,4,3,3,3,4,6,4,3,3,7,4,3,6,4,4,4,3,5,5,5,6,5,2,5,5,4,4,4,3,6,5,4,5,6,4,4,1,1,1,2,2,2,1,6,5,5,,,,6,2,"4,6",6,5,3,1,2,2,5,5,3,4,4,6,6,5,4,2,2,33,3,,,1,26,5,2,2,5
2020-03-28T19:49:07Z,2,4,SE,4,5,3,4,3,2,3,4,5,1,2,1,5,3,9,6,3,5,1,2,3,4,1,1,4,2,4,5,3,1,2,5,1,2,7,3,2,4,6,3,1,3,5,2,2,3,2,2,5,2,5,2,2,2,2,2,4,2,2,1,1,1,1,1,,,6,6,6,7,6,2,"1,4,5,6,7",6,6,7,5,6,6,5,6,6,3,3,3,5,3,5,1,1,25,,20,,1,54,3,2,2,6
2020-03-28T19:49:39Z,2,2,SE,7,4,4,4,4,3,4,4,4,4,4,4,4,4,8,1,1,1,1,2,6,6,6,6,6,6,7,4,3,4,7,7,7,7,7,7,7,7,7,6,6,7,7,7,4,7,7,7,4,7,7,7,7,7,7,7,7,1,1,2,1,1,1,1,7,7,,7,7,6,6,2,"1,2,4",7,7,7,6,6,7,7,7,7,8,8,8,7,7,7,1,1,50,20,,,3,25,3,2,1,7
2020-03-28T19:50:04Z,1,2,SE,5,5,4,5,4,4,4,5,5,4,4,4,5,4,8,3,3,2,1,2,2,4,2,2,4,4,6,4,3,2,6,5,4,3,3,5,3,5,3,1,1,4,2,4,4,4,1,1,5,2,2,4,1,2,2,1,6,2,1,1,1,1,2,1,,4,4,5,4,,6,1,"1,4,5,6,7,8,10,11",6,5,6,3,6,5,7,6,5,4,4,4,7,1,5,1,1,10,30,,,1,27,3,2,2,5
2020-03-28T19:50:35Z,1,2,SE,6,4,4,5,4,4,5,5,5,4,4,5,5,5,8,1,4,3,1,2,2,4,2,2,4,4,7,4,4,1,6,5,2,1,2,1,4,3,4,6,5,2,3,3,5,3,2,2,4,2,4,2,2,3,2,1,6,2,2,1,1,1,1,1,,,5,6,2,3,5,1,"1,4,5,6,7,8,9,11",6,6,7,5,5,6,7,7,7,4,4,4,6,5,5,1,1,25,,20,,1,31,5,2,2,1
2020-03-28T19:50:37Z,1,2,SE,2,5,4,5,3,3,3,5,4,4,4,4,4,4,8,1,3,4,1,2,1,4,4,1,5,5,7,5,3,1,7,7,3,4,7,7,4,4,7,3,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,5,6,7,7,7,1,"1,2,3,4,5,6,7,8,9,11",7,7,7,7,7,7,7,7,7,5,7,4,6,1,1,1,1,80,25,,,3,34,4,1,1,4
2020-03-28T19:50:59Z,1,3,SE,1,4,4,3,3,2,2,3,3,3,3,2,4,3,8,3,2,2,1,2,3,5,5,3,6,4,3,5,2,5,3,3,3,7,3,6,3,5,3,3,3,4,3,1,3,1,1,6,1,3,1,2,3,3,3,4,1,1,1,1,1,1,1,1,2,2,4,4,3,3,4,1,11,1,1,2,6,4,3,6,1,2,1,1,1,2,6,6,2,2,25,,2,20,1,40,1,2,2,4
2020-03-28T19:51:18Z,1,2,SE,1,5,1,4,5,2,4,5,5,4,3,4,4,4,3,7,4,7,1,2,1,6,2,2,6,3,7,5,3,1,7,7,4,7,7,6,5,6,7,2,1,5,7,3,6,6,4,5,4,5,7,3,5,5,5,5,6,1,1,1,1,1,1,1,6,2,4,7,4,5,7,1,"1,6,11",6,5,6,6,5,4,6,6,6,3,3,1,5,3,5,2,1,10,25,,,1,31,2,2,2,4
2020-03-28T19:51:21Z,2,6,SE,3,5,5,5,2,3,2,5,5,4,2,5,4,3,8,3,2,2,1,2,1,6,5,1,5,3,7,5,3,1,7,5,7,7,5,7,7,7,3,1,1,7,6,6,5,5,7,7,2,7,6,5,5,7,7,7,5,1,1,1,1,2,1,1,7,7,5,7,,7,7,1,"1,2,4,5,6,9",7,7,7,5,6,7,7,7,7,5,5,5,7,2,3,1,1,50,10,,,2,68,2,2,2,7
2020-03-28T19:51:36Z,2,2,SE,5,4,4,4,4,4,4,4,4,4,4,4,4,4,2,6,6,5,6,1,3,4,1,2,4,2,5,4,4,2,4,5,5,5,5,5,5,5,6,6,6,6,5,6,5,5,6,5,6,5,6,6,5,6,5,6,6,1,1,1,1,1,1,1,5,6,6,6,6,5,5,1,1,5,6,6,5,6,5,6,6,6,6,6,6,5,3,3,1,1,20,40,,,1,29,4,1,1,1
2020-03-28T19:51:39Z,1,2,SE,1,4,3,2,3,1,3,5,5,5,3,5,4,5,9,4,6,7,1,2,1,6,6,6,6,6,7,5,5,1,7,7,7,7,6,7,7,4,7,7,7,3,7,6,7,7,4,7,7,2,7,7,7,7,2,7,7,1,1,1,1,2,1,1,6,7,3,7,,7,7,1,"1,2,4,5,6,7,8,9,10,11",1,5,5,7,7,6,7,7,4,3,1,7,5,1,2,1,1,,5,,,3,24,3,1,1,4
2020-03-28T19:51:59Z,1,5,SE,5,5,4,4,5,4,4,5,4,4,4,4,4,4,8,1,4,7,1,2,1,5,3,1,6,6,4,5,2,1,3,7,1,3,7,4,2,7,7,1,1,3,1,1,1,4,3,3,2,5,4,3,3,4,4,4,4,2,1,1,1,2,1,1,,5,6,6,,4,7,1,"1,2,4,5,6,7,8,9,11",7,7,7,7,7,5,7,6,7,2,2,2,6,2,4,1,1,5,20,,,3,61,4,2,2,2
2020-03-28T19:52:01Z,1,3,SE,4,3,3,3,2,2,4,2,3,3,3,3,3,5,4,4,5,6,6,2,4,5,3,5,2,5,5,3,5,4,4,6,4,5,5,4,4,4,5,4,4,5,5,4,5,5,5,5,5,5,5,6,3,4,4,5,4,1,2,1,1,1,1,2,4,,4,4,6,4,,1,"2,3,5,7",5,4,4,5,5,5,4,5,5,4,5,5,5,4,4,1,2,50,20,,,1,30,4,2,4,4
2020-03-28T19:52:21Z,1,1,SE,6,5,4,3,4,4,4,5,5,4,2,4,5,4,8,1,6,6,1,2,3,6,1,1,6,6,7,4,4,1,7,6,4,1,7,5,7,5,5,2,1,5,5,6,7,7,4,5,7,4,6,4,4,5,4,4,5,2,1,1,1,1,1,1,,3,3,6,4,3,7,1,"1,4,5,6,7,8,9,10",6,4,6,7,7,4,5,5,5,1,1,3,4,3,5,1,1,33,5,,,1,22,4,2,2,2
2020-03-28T19:52:28Z,1,1,SE,2,5,3,3,4,2,2,3,3,2,2,3,4,3,9,4,7,5,2,2,2,5,2,2,5,5,4,5,3,1,5,6,4,5,5,4,2,4,4,1,1,4,5,4,6,4,4,4,6,3,5,3,3,4,3,5,6,1,1,1,1,1,1,1,4,4,3,5,4,3,6,1,"1,2,4,5,6,7,8",5,2,2,3,5,1,5,4,3,1,1,1,4,3,4,1,1,50,20,,,1,23,2,2,2,4
2020-03-28T19:52:44Z,1,3,SE,1,2,3,1,1,1,1,4,3,1,1,1,4,1,8,1,1,1,1,2,6,6,4,5,2,4,,1,1,2,4,4,7,7,7,7,1,7,4,1,1,4,3,3,7,7,4,6,1,4,3,6,7,7,4,6,1,1,1,1,1,2,2,1,2,3,1,2,,,1,1,2,4,3,5,3,2,3,2,3,6,5,5,7,5,3,7,2,2,,,,,1,39,1,2,2,5
2020-03-28T19:53:03Z,1,5,SE,1,5,1,1,3,1,1,5,5,5,5,5,5,5,8,1,7,7,1,2,1,6,1,1,6,6,7,5,3,1,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,4,1,7,7,7,4,7,7,1,1,1,1,1,1,1,7,4,7,7,1,4,7,1,"1,2,4,5,6,7,8,9,11",7,7,7,7,7,7,7,7,7,4,1,1,7,1,1,1,1,50,25,,,1,55,3,1,1,2
2020-03-28T19:53:27Z,2,2,SE,2,5,3,4,3,2,5,3,3,1,2,1,4,3,3,3,3,3,1,2,4,5,4,3,2,3,3,4,3,3,5,2,4,2,3,4,4,5,3,6,6,5,5,3,6,4,3,5,4,4,4,3,4,4,5,3,6,1,1,2,1,1,1,1,5,5,,4,3,5,3,2,8,5,4,3,6,5,6,3,5,6,4,5,4,5,1,2,1,1,30,30,,,1,30,4,2,2,2
2020-03-28T19:53:37Z,2,2,SE,4,3,4,4,4,5,2,5,3,2,5,4,5,2,8,7,4,7,5,2,5,4,6,3,4,5,5,3,5,4,7,7,7,5,2,6,5,3,7,4,6,6,5,6,5,4,7,7,3,7,6,4,4,6,7,7,3,1,2,1,2,1,2,1,5,,5,,3,,5,1,4,7,5,2,7,4,7,2,6,3,5,6,6,6,6,3,1,1,25,,20,,1,31,3,2,1,4
2020-03-28T19:53:58Z,2,2,SE,2,4,4,3,3,2,3,4,3,1,2,1,3,1,3,5,6,2,1,2,5,6,4,1,6,5,5,4,2,2,1,5,6,4,6,1,1,6,5,1,1,4,4,4,7,5,5,4,5,5,3,5,6,6,5,3,4,1,1,1,1,1,1,1,5,4,4,4,4,4,4,1,"1,2,7",5,5,2,1,2,3,3,3,3,5,5,6,5,7,4,2,2,17,25,,,1,28,4,2,1,4
2020-03-28T19:54:08Z,1,5,SE,5,4,4,5,4,3,4,5,4,3,4,4,5,4,8,3,3,1,1,2,4,4,4,4,4,4,4,4,2,3,3,4,3,3,4,3,3,3,2,1,1,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,1,1,1,1,1,,,3,5,5,3,4,2,"1,5",5,4,6,4,5,5,5,5,5,5,5,8,4,3,5,2,2,20,50,,,1,55,3,2,2,2
2020-03-28T19:54:09Z,2,6,SE,3,5,4,3,3,2,3,3,3,2,3,4,4,2,8,2,6,1,1,2,6,6,3,5,1,1,7,5,2,2,7,2,3,2,6,5,4,7,3,1,1,4,3,5,4,3,2,1,4,4,3,1,2,1,3,1,3,2,2,1,1,2,2,1,,,4,3,,,3,2,"1,4,5,6,11",1,1,1,1,1,2,6,1,3,3,3,2,5,6,4,2,1,30,30,,,1,65,1,2,2,3
2020-03-28T19:54:11Z,2,3,SE,6,5,4,4,3,3,1,4,4,3,4,3,4,3,3,5,4,4,2,2,4,6,3,5,2,2,5,4,4,2,7,4,3,7,5,3,5,6,3,1,1,3,4,1,4,4,1,7,4,2,4,1,5,4,1,7,5,1,2,1,1,1,1,2,5,,6,6,5,4,,1,"1,4,5,6,10",3,4,4,4,4,5,6,3,4,3,3,4,4,5,3,2,1,25,,15,50,1,45,5,2,2,6
2020-03-28T19:54:16Z,2,3,SE,5,5,4,4,3,3,3,5,5,3,3,3,5,4,3,7,7,7,7,2,4,6,2,6,6,5,7,5,3,5,4,7,7,4,7,4,4,4,7,7,7,4,7,4,7,6,4,4,7,3,7,7,7,7,3,3,7,1,1,1,1,1,1,1,7,5,7,7,7,5,7,1,"1,2,4,5,6,7,8,9,10,11",7,6,7,6,7,5,7,7,7,3,3,3,6,2,2,1,1,40,25,,,1,39,4,2,2,5
2020-03-28T19:54:29Z,2,3,SE,3,4,3,4,3,2,3,3,3,3,3,3,3,3,8,3,3,3,1,2,3,4,4,4,4,3,4,4,3,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,1,1,2,2,2,,,5,5,,,,2,"1,7",4,5,5,5,5,5,5,5,5,4,4,4,5,3,3,1,1,10,10,,,1,38,3,2,2,3
2020-03-28T19:55:03Z,1,2,SE,1,4,3,4,2,1,2,3,3,1,1,1,3,1,8,1,1,1,1,2,6,6,1,5,4,4,4,5,3,1,4,7,7,7,7,7,5,7,3,1,1,4,7,4,4,5,4,1,1,4,4,4,4,3,4,4,3,2,1,1,2,2,1,2,,5,4,,,5,,2,"4,5,6,8,9",1,1,1,4,5,1,6,7,5,1,1,1,5,5,4,2,2,75,20,,,1,32,3,1,2,4
2020-03-28T19:55:27Z,1,5,SE,6,5,4,4,4,3,4,4,5,4,4,5,5,4,8,3,1,1,1,2,2,4,4,3,2,4,5,5,4,4,5,6,4,3,6,4,5,3,5,6,7,3,5,4,4,4,3,3,5,3,5,3,4,3,3,3,6,2,2,1,1,2,1,1,,,6,6,,6,6,1,"1,4,5,6,7,8,9,10,11",6,6,6,6,5,6,7,6,7,4,4,4,5,3,3,1,1,25,,33,25,1,59,4,2,2,
2020-03-28T19:55:30Z,2,4,SE,3,5,4,4,2,2,2,4,2,1,1,1,3,2,8,1,6,1,1,2,6,6,1,4,6,6,6,5,3,1,1,7,5,7,5,5,2,6,7,7,5,4,2,1,6,4,5,7,4,4,2,1,6,6,5,7,4,2,2,1,1,2,1,2,,,4,2,,6,,1,"1,4,6,7,10,11",1,1,4,1,4,1,7,2,1,1,2,2,7,5,4,1,1,25,,23,4,1,49,4,2,2,6
2020-03-28T19:55:47Z,1,1,SE,3,5,3,5,4,2,4,5,5,3,1,4,4,4,8,7,4,5,5,2,2,5,4,2,2,3,5,2,4,2,6,4,3,2,7,5,3,2,4,2,1,3,7,4,5,3,2,2,6,3,6,2,5,3,4,2,6,2,1,1,1,1,1,1,,2,3,6,5,4,7,1,"1,2,7",5,4,7,5,7,4,6,3,4,3,3,8,6,3,2,1,1,40,30,,,1,23,1,2,2,2
2020-03-28T19:56:03Z,2,2,SE,3,4,2,3,3,1,3,4,5,3,2,3,4,3,8,3,5,1,1,2,4,5,2,4,5,4,5,5,5,1,7,7,4,2,3,5,6,4,7,4,1,5,5,2,5,5,2,2,7,5,5,4,5,4,5,2,7,1,2,1,1,1,1,1,5,,6,5,6,3,6,2,"1,4,5,8,9",2,1,2,3,4,2,3,2,3,1,1,2,3,4,6,2,1,35,25,,,1,28,3,1,2,6
2020-03-28T19:56:05Z,1,4,SE,4,5,3,3,2,2,3,4,4,2,2,3,4,3,8,7,6,4,3,2,5,4,4,4,3,3,4,4,3,1,2,5,3,5,7,6,3,5,3,2,1,4,7,5,3,5,4,5,4,3,7,4,3,4,3,4,5,2,1,1,1,1,1,2,,2,5,6,5,4,,1,"1,5,10",7,5,6,6,4,4,5,5,5,7,7,7,6,6,7,1,1,25,,22,45,1,46,5,2,1,4
2020-03-28T19:56:15Z,2,1,SE,7,5,5,5,5,5,5,5,5,4,5,4,5,5,2,2,4,1,1,2,3,5,4,4,3,5,4,4,4,2,3,5,3,1,3,3,3,2,4,2,1,1,4,4,3,4,1,1,5,2,5,4,2,4,2,2,5,2,1,1,1,2,1,1,,5,6,7,,5,6,1,"1,4",6,6,7,7,7,7,3,5,7,4,3,8,5,3,5,1,1,50,25,,,1,24,4,2,1,4
2020-03-28T19:56:16Z,2,5,SE,4,4,4,3,3,3,3,4,3,1,1,2,4,3,8,1,3,1,1,2,3,4,2,3,2,2,4,4,4,2,1,5,4,6,2,4,4,3,6,2,1,2,1,4,3,4,2,2,5,2,2,1,1,4,4,4,6,2,1,1,1,2,2,2,,3,4,2,,,,1,"4,5,6",2,2,2,4,4,2,7,2,6,4,3,2,5,3,3,1,1,20,30,,,1,62,3,2,2,5
2020-03-28T19:56:30Z,2,3,SE,4,4,5,1,2,2,4,4,5,2,2,2,3,3,2,4,5,5,1,1,2,2,4,4,1,3,5,2,5,4,7,7,5,4,6,5,4,6,5,6,3,7,6,5,6,5,3,6,5,7,4,5,4,6,5,6,5,1,1,1,1,2,1,2,5,2,3,5,,6,,1,"3,4,8",5,6,7,5,4,6,5,,6,7,3,5,5,1,3,1,1,40,30,,,1,38,3,2,1,5
2020-03-28T19:57:42Z,2,3,SE,4,5,3,4,4,3,3,5,5,4,3,4,5,4,9,4,5,6,3,2,4,5,4,4,4,3,4,4,4,4,4,6,4,5,2,6,4,3,5,4,5,3,5,5,5,4,5,6,5,5,4,5,4,5,5,5,6,1,1,1,1,1,1,1,5,4,4,5,5,5,5,1,"1,6",5,5,5,6,6,6,5,5,5,5,5,5,5,5,3,1,1,40,30,,,1,36,3,2,2,3
2020-03-28T19:57:45Z,2,6,SE,1,5,3,3,3,1,3,3,4,1,4,1,4,1,8,1,1,1,1,2,3,2,5,4,2,5,4,5,4,2,7,4,4,7,1,5,5,7,2,1,1,5,4,1,4,7,5,5,5,5,4,5,7,5,5,7,5,2,1,1,1,2,1,2,,3,4,2,,5,,1,4,1,1,3,6,5,1,5,3,1,2,4,5,2,7,7,2,2,25,,30,100,1,65,1,2,2,3
2020-03-28T19:58:02Z,1,1,SE,5,4,4,4,4,2,4,4,4,4,2,4,4,4,8,6,6,6,6,2,5,5,5,5,5,5,4,5,3,1,2,2,2,2,5,2,2,2,5,6,6,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,,5,5,5,5,5,5,1,"1,2,6,7,8,9,10",6,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,10,30,,,1,20,3,2,4,4
2020-03-28T19:58:15Z,1,3,SE,2,4,3,2,2,2,3,2,3,1,2,1,3,3,9,6,4,5,3,2,3,4,4,3,4,3,5,4,3,2,2,6,3,4,6,2,2,5,5,2,1,2,6,5,4,6,2,4,5,3,5,4,3,5,2,3,6,2,2,2,1,1,1,2,,,,3,5,5,,2,"1,4,5,10",2,2,5,4,5,3,5,6,5,2,2,4,5,3,3,1,1,20,10,,,1,38,3,2,2,4
2020-03-28T19:58:18Z,1,2,SE,1,4,3,2,4,2,4,3,3,3,3,3,3,4,3,2,2,1,1,2,2,6,2,4,5,5,5,5,3,1,6,5,5,2,2,4,5,2,5,3,2,2,4,6,3,5,2,2,5,2,5,6,3,6,2,2,6,1,1,1,1,1,1,1,6,4,6,5,6,5,6,1,"1,4,5,6,7,8,9,10,11",2,3,2,5,5,2,7,7,6,2,2,2,4,4,5,2,1,25,,20,,1,33,3,2,2,3
2020-03-28T19:58:30Z,1,5,SE,5,4,4,4,4,3,3,3,4,2,2,2,4,3,8,7,7,4,1,2,2,5,4,2,6,5,6,5,3,1,5,7,4,7,2,7,4,7,7,6,4,6,7,5,7,7,5,7,6,7,6,4,6,7,4,7,6,2,1,1,1,1,1,2,,3,3,3,5,7,,2,"1,4,5,6,7",1,1,2,5,5,1,4,2,6,1,2,2,5,3,7,2,1,40,50,,,1,60,3,1,2,6
2020-03-28T19:58:52Z,1,4,SE,5,5,3,3,3,2,3,4,4,3,3,3,3,3,8,2,3,1,5,2,3,4,4,3,3,4,7,3,2,2,3,3,4,5,6,5,3,5,2,2,1,3,1,1,1,1,3,3,3,5,6,2,3,6,6,4,5,2,1,1,1,2,1,1,,5,5,6,,6,6,1,1,3,3,5,5,5,4,4,4,4,4,4,4,6,4,4,2,1,40,25,,,2,49,3,2,1,4
2020-03-28T19:59:19Z,2,6,SE,5,5,4,5,2,2,2,5,4,4,2,3,4,4,8,1,7,2,1,2,1,6,6,1,6,1,3,5,3,2,2,5,5,7,1,7,5,6,5,3,2,4,5,1,4,3,4,7,4,5,5,5,5,6,7,7,6,1,2,1,1,2,1,1,5,,3,5,,4,5,1,"1,4,5,6,8,9",5,3,5,2,3,6,5,5,6,4,3,2,5,2,4,1,1,10,25,,,3,70,1,2,2,5
2020-03-28T19:59:20Z,2,3,SE,2,4,3,3,2,2,2,4,4,2,2,2,4,2,9,1,1,1,1,2,6,2,6,5,1,1,2,4,2,2,1,4,1,6,1,4,1,5,2,2,2,5,2,1,1,1,2,6,3,4,1,1,1,1,1,5,3,2,1,1,2,2,1,1,,1,2,,,2,5,1,"1,4,7,11",5,5,5,5,5,4,3,4,5,6,6,7,4,3,5,2,1,25,,22,8,1,38,5,2,2,7
2020-03-28T19:59:40Z,1,3,SE,5,5,5,5,5,3,5,5,5,4,4,4,5,4,3,7,3,5,1,2,3,4,3,3,4,4,6,5,4,2,7,7,1,3,7,5,7,3,7,4,2,2,7,2,7,7,4,1,7,3,5,1,7,4,4,1,6,1,1,1,1,1,1,1,6,5,7,7,7,6,7,1,"1,2,4,5,6,7,8,9,10",4,5,5,5,5,4,7,7,6,5,5,5,4,5,5,1,1,40,25,,,1,35,3,2,2,2
2020-03-28T19:59:45Z,1,3,SE,5,5,3,4,4,2,4,4,5,3,2,5,4,4,8,1,2,1,1,2,1,4,1,1,2,2,6,5,4,1,2,4,1,1,5,3,2,4,3,1,1,4,3,1,2,2,4,1,7,4,6,2,3,3,4,1,7,1,1,1,1,1,1,1,6,2,2,7,6,3,6,1,"1,4,5",7,7,7,6,6,7,7,7,7,4,4,4,5,4,5,2,2,4,30,,,1,43,3,2,2,2
2020-03-28T19:59:52Z,2,3,SE,2,4,2,1,2,1,2,4,3,3,1,3,3,3,8,1,1,1,1,2,4,4,4,3,3,4,4,3,4,2,1,1,3,6,1,6,1,6,1,1,1,4,4,3,5,4,4,4,6,4,3,2,5,4,4,4,5,2,2,1,2,1,2,2,,,3,,6,,,2,1,2,2,2,2,3,2,1,2,4,7,7,7,4,4,3,2,2,10,30,,,1,39,3,2,2,4
2020-03-28T20:00:53Z,2,4,SE,1,4,5,4,5,3,4,1,1,2,4,1,2,2,8,3,3,1,3,2,3,3,3,3,1,1,3,5,1,2,7,1,4,4,7,1,7,7,1,1,1,4,3,4,2,4,3,3,4,3,3,4,3,3,4,3,3,1,1,2,1,1,2,2,3,4,,4,5,,,1,"1,2,3,4,5",4,4,4,3,4,4,4,4,3,3,4,3,2,3,4,1,1,35,5,,,2,45,3,2,2,1
2020-03-28T20:00:59Z,2,5,SE,3,5,3,3,2,2,3,5,4,2,1,2,4,2,9,5,5,4,2,1,2,5,2,2,6,6,5,5,4,1,6,7,6,6,4,6,6,7,7,4,2,6,5,3,5,6,5,7,7,3,4,3,5,5,3,6,7,1,1,1,1,1,1,1,4,3,4,5,6,6,6,1,"1,2,4,5,6,7,9,11",4,2,4,6,5,3,5,5,4,4,3,3,6,3,2,1,1,25,,13,75,1,57,3,2,2,5
2020-03-28T20:01:25Z,2,5,SE,5,5,4,3,3,2,2,5,4,2,1,3,3,2,8,7,7,1,1,2,3,6,1,1,4,4,5,4,4,2,5,4,4,5,6,6,2,6,2,1,1,5,6,2,5,3,3,3,5,5,5,3,5,3,5,5,5,2,2,1,1,2,2,2,,,2,7,,,,2,"1,2,4,5,6,7,8,9,10",6,6,6,4,3,6,6,6,6,4,3,5,6,5,5,1,1,40,10,,,1,56,3,2,2,7
2020-03-28T20:02:40Z,1,5,SE,4,5,3,4,3,1,4,5,4,4,2,4,4,4,8,1,3,1,1,2,2,4,4,3,4,3,5,5,4,1,3,6,3,3,2,3,3,3,5,1,1,1,5,1,2,1,1,1,6,1,3,1,1,1,1,1,5,1,2,1,1,1,2,2,6,,2,7,5,,,1,"1,4,6,7",5,5,5,5,3,5,5,5,5,4,4,8,3,4,5,1,1,20,25,,,1,60,2,2,2,6
2020-03-28T20:03:13Z,2,5,SE,5,5,4,4,2,2,2,4,4,3,3,2,3,3,8,2,2,1,1,2,4,4,4,4,2,3,2,5,1,3,3,4,1,7,4,6,3,6,3,2,1,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,,,4,4,4,5,,2,1,5,4,5,5,5,4,4,4,4,5,4,4,5,4,5,2,1,25,,15,10,1,55,3,2,1,7
